SEP=;
id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude;section_prefixe
"2018-739053";"2018-07-06";"1";"Vente";"187000.0";"6.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"150";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2018-737927";"2018-06-29";"1";"Vente";"195000.0";"13.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0059";"None";"None";"67";"76.51";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"76.0";"4.0";"None";"None";"None";"None";"nan";"2.644406";"48.844072";"000AE"
"2018-737927";"2018-06-29";"1";"Vente";"195000.0";"7.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0059";"None";"None";"87";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.644406";"48.844072";"000AE"
"2018-737849";"2018-06-26";"1";"Vente";"130000.0";"6.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"130";"57.71";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"57.0";"3.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2018-737849";"2018-06-26";"1";"Vente";"130000.0";"6.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"142";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2018-737888";"2018-06-22";"1";"Vente";"205000.0";"5.0";"None";"ALL PIROUETTE";"0441";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0002";"None";"None";"263";"70.23";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"67.0";"3.0";"None";"None";"None";"None";"nan";"2.639724";"48.848981";"000AE"
"2018-737888";"2018-06-22";"1";"Vente";"205000.0";"1.0";"B";"ALL DES VERGERS";"0489";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0004";"None";"None";"8";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.641593";"48.849258";"000AE"
"2018-736459";"2018-04-27";"1";"Vente";"265000.0";"5.0";"None";"ALL LA PEROUSE";"0275";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0021";"None";"None";"15";"100.32";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"1";"Maison";"118.0";"5.0";"S";"sols";"None";"None";"1.0";"2.640977";"48.847877";"000AE"
"2018-736477";"2018-03-30";"1";"Vente";"185000.0";"2.0";"None";"RUE VICTOR HUGO";"0491";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0057";"None";"None";"41";"66.53";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"66.0";"3.0";"None";"None";"None";"None";"nan";"2.644865";"48.84416";"000AE"
"2018-736477";"2018-03-30";"1";"Vente";"185000.0";"2.0";"None";"RUE VICTOR HUGO";"0491";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0057";"None";"None";"84";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.644865";"48.84416";"000AE"
"2018-735350";"2018-03-27";"1";"Vente";"115000.0";"6.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"111";"29.06";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"28.0";"1.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2018-735350";"2018-03-27";"1";"Vente";"115000.0";"13.0";"None";"RUE VICTOR HUGO";"0491";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"204";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2018-735085";"2018-03-16";"1";"Vente";"134000.0";"3.0";"None";"RUE CHARLES BAUDELAIRE";"0101";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0061";"None";"None";"245";"50.66";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"52.0";"2.0";"None";"None";"None";"None";"nan";"2.646012";"48.843945";"000AE"
"2018-735085";"2018-03-16";"1";"Vente";"134000.0";"3.0";"None";"RUE CHARLES BAUDELAIRE";"0101";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0061";"None";"None";"309";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.646012";"48.843945";"000AE"
"2018-734897";"2018-02-22";"1";"Vente";"113000.0";"6.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"115";"27.75";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"27.0";"1.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2018-734897";"2018-02-22";"1";"Vente";"113000.0";"13.0";"None";"RUE VICTOR HUGO";"0491";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"205";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2018-734668";"2018-02-09";"1";"Vente";"214950.0";"17.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"4";"77.53";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"78.0";"4.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2018-734668";"2018-02-09";"1";"Vente";"214950.0";"13.0";"None";"RUE VICTOR HUGO";"0491";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"218";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2018-734668";"2018-02-09";"1";"Vente";"214950.0";"17.0";"B";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"73";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2018-734634";"2018-02-06";"1";"Vente";"113400.0";"3.0";"None";"RUE CHARLES BAUDELAIRE";"0101";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0061";"None";"None";"224";"68.4";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"70.0";"3.0";"None";"None";"None";"None";"nan";"2.646012";"48.843945";"000AE"
"2018-734634";"2018-02-06";"1";"Vente";"113400.0";"1.0";"None";"RUE CHARLES BAUDELAIRE";"0101";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0061";"None";"None";"260";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.646012";"48.843945";"000AE"
"2018-734650";"2018-02-05";"1";"Vente";"187000.0";"1.0";"None";"RUE CHARLES BAUDELAIRE";"0101";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0061";"None";"None";"212";"79.39";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"80.0";"4.0";"None";"None";"None";"None";"nan";"2.646012";"48.843945";"000AE"
"2018-734650";"2018-02-05";"1";"Vente";"187000.0";"3.0";"None";"RUE CHARLES BAUDELAIRE";"0101";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0061";"None";"None";"291";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.646012";"48.843945";"000AE"
"2018-734188";"2018-01-18";"1";"Vente";"158000.0";"7.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0059";"None";"None";"15";"61.55";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"60.0";"2.0";"None";"None";"None";"None";"nan";"2.644406";"48.844072";"000AE"
"2018-734188";"2018-01-18";"1";"Vente";"158000.0";"7.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0059";"None";"None";"73";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.644406";"48.844072";"000AE"
"2018-733564";"2018-01-09";"1";"Vente";"155000.0";"9.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0059";"None";"None";"27";"62.72";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"63.0";"3.0";"None";"None";"None";"None";"nan";"2.644406";"48.844072";"000AE"
"2017-1084068";"2017-12-20";"1";"Vente";"192000.0";"3.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0057";"None";"None";"16";"70.3";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"69.0";"3.0";"None";"None";"None";"None";"nan";"2.644865";"48.84416";"000AE"
"2017-1084068";"2017-12-20";"1";"Vente";"192000.0";"3.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0057";"None";"None";"54";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.644865";"48.84416";"000AE"
"2017-1083618";"2017-12-01";"1";"Vente";"83000.0";"4.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0097";"None";"None";"321";"19.5";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"19.0";"1.0";"None";"None";"None";"None";"nan";"2.643909";"48.844734";"000AE"
"2017-1083346";"2017-11-30";"1";"Vente";"199000.0";"3.0";"None";"ALL DE LA CARAVELLE";"0084";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0158";"None";"None";"24";"80.88";"34";"nan";"None";"None";"None";"None";"None";"None";"2";"2";"Appartement";"80.0";"4.0";"None";"None";"None";"None";"nan";"2.644128";"48.846618";"000AE"
"2017-1083346";"2017-11-30";"1";"Vente";"199000.0";"3.0";"None";"ALL DE LA CARAVELLE";"0084";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0158";"None";"None";"46";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.644128";"48.846618";"000AE"
"2017-1083596";"2017-11-27";"1";"Vente";"175000.0";"3.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0057";"None";"None";"12";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"69.0";"3.0";"None";"None";"None";"None";"nan";"2.644865";"48.84416";"000AE"
"2017-1083596";"2017-11-27";"1";"Vente";"175000.0";"3.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0057";"None";"None";"58";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.644865";"48.84416";"000AE"
"2017-1082422";"2017-10-24";"1";"Vente";"203500.0";"15.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"30";"65.65";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"66.0";"3.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2017-1082422";"2017-10-24";"1";"Vente";"203500.0";"17.0";"B";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"49";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2017-1082794";"2017-10-20";"1";"Vente";"172000.0";"6.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"124";"47.85";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"47.0";"2.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2017-1082794";"2017-10-20";"1";"Vente";"172000.0";"6.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"145";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2017-1081971";"2017-10-13";"1";"Vente";"179000.0";"3.0";"None";"ALL DE LA CARAVELLE";"0084";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0158";"None";"None";"21";"65.12";"35";"nan";"None";"None";"None";"None";"None";"None";"2";"2";"Appartement";"66.0";"3.0";"None";"None";"None";"None";"nan";"2.644128";"48.846618";"000AE"
"2017-1081971";"2017-10-13";"1";"Vente";"179000.0";"3.0";"None";"ALL DE LA CARAVELLE";"0084";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0158";"None";"None";"39";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.644128";"48.846618";"000AE"
"2017-1081875";"2017-09-22";"1";"Vente";"250000.0";"10.0";"None";"CRS DE L ARCHE GUEDON";"0008";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0002";"None";"None";"204";"115.21";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"111.0";"6.0";"None";"None";"None";"None";"nan";"2.639724";"48.848981";"000AE"
"2017-1081875";"2017-09-22";"1";"Vente";"250000.0";"9001.0";"None";"RUE DU BEAUREGARD";"0042";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0002";"None";"None";"112";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.639724";"48.848981";"000AE"
"2017-1081090";"2017-08-30";"1";"Vente";"123900.0";"1.0";"None";"RUE CHARLES BAUDELAIRE";"0101";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0061";"None";"None";"210";"70.8";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"72.0";"3.0";"None";"None";"None";"None";"nan";"2.646012";"48.843945";"000AE"
"2017-1081090";"2017-08-30";"1";"Vente";"123900.0";"1.0";"None";"RUE CHARLES BAUDELAIRE";"0101";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0061";"None";"None";"261";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.646012";"48.843945";"000AE"
